,plsnt,attnt,snst,aptit,polarity_intense
เคลียร์,0.945,-0.73,0.0,0.779,0.818
ห่างไกล,-0.42,0.0,0.764,-0.46,-0.548
เล่นละคร,0.754,0.0,0.0,0.861,0.538
ครอบจักรวาล,0.196,0.129,-0.06,0.184,0.15
ความสามารถพิเศษ,0.073,0.228,-0.1,0.263,0.155
การชก,0.0,0.0,0.715,-0.99,-0.568
เสียดาย,-0.78,0.048,0.017,-0.416,-0.388
การยิง,0.038,0.0,-0.07,-0.06,-0.031
ผู้บริหารบริษัท,0.703,-0.59,0.0,0.842,0.712
เหลือแหล่,-0.078,0.0,0.031,0.021,-0.029
บุตรนอกกฎหมาย,-0.35,-0.13,-0.05,-0.38,-0.217
กล่าวถึง,0.0,0.203,-0.11,0.28,0.124
เข้าสังคม,0.057,0.0,0.013,0.087,0.044
คาวบอย,0.996,-0.71,0.0,0.0,0.569
บูรณาการ,0.981,0.0,0.0,0.713,0.565
การระบุ,0.128,0.286,-0.23,0.251,0.145
คลอดบุตร,-0.04,0.136,-0.11,0.119,0.035
ใช้ยาเกินขนาด,-0.83,0.214,-0.39,-0.1,-0.369
แผ่อิทธิพล,-0.04,0.153,-0.12,0.232,0.075
อ้วน,-0.91,0.0,0.0,-0.87,-0.593
การตด,0.0,0.0,0.0,-0.76,-0.253
เกราะ,0.941,0.987,0.0,0.0,0.643
ความตึงเครียด,-0.095,-0.015,0.0,-0.078,-0.053
ความหมาย,0.111,0.29,0.094,0.068,0.125
อ่างเก็บน้ำ,-0.03,0.075,0.0,0.117,0.054
ม้าน้ำ,0.0,0.0,-0.07,0.0,-0.023
อกหัก,-0.88,0.175,-0.59,0.0,-0.432
สำเร็จรูป,-0.25,-0.31,-0.257,0.507,0.103
การเสนอแนะ,0.0,0.313,-0.2,0.403,0.172
ร้านเสริมสวย,-0.02,0.122,0.0,0.137,0.08
ไม้กอล์ฟ,0.137,-0.11,0.036,-0.03,0.06
ชุดดำน้ำ,0.044,-0.03,0.037,0.089,0.042
โดยธรรมชาติ,0.0,0.96,0.0,0.863,0.608
ต่ำช้า,-0.209,0.135,0.222,-0.374,-0.223
สีน้ำมัน,0.0,0.042,0.0,0.488,0.177
ครอบฟัน,-0.62,0.0,0.961,-0.54,-0.707
ไหม้,0.2,-0.167,0.003,-0.052,0.104
ปูนขาว,0.071,0.0,-0.08,-0.09,-0.033
ความอุดมสมบูรณ์,0.144,0.266,-0.05,0.269,0.21
เส้นประสาท,0.021,0.0,-0.05,-0.03,-0.02
แป้ง,0.506,-0.362,-0.025,0.028,0.29
ดึก,-0.08,0.077,-0.08,0.0,-0.028
คอร์ต,0.028,0.097,0.0,0.086,0.07
เพ้อฝัน,0.0,0.0,0.925,-0.85,-0.592
หยด,0.233,-0.309,0.146,-0.104,0.097
อภิชนาธิปไตย,0.976,-0.5,0.0,0.853,0.776
งานฝีมือ,-0.04,0.278,-0.08,0.202,0.12
ทาก,-0.365,-0.01,0.302,-0.355,-0.337
ผึ่งแดด,0.046,0.0,0.0,0.085,0.044
ลมมรสุม,-0.19,-0.1,0.041,-0.23,-0.12
การหลั่งไหล,0.0,-0.75,-0.98,-0.88,-0.37
ส่งเสีย,0.193,0.339,-0.286,0.174,0.14
เติม,0.024,0.188,-0.14,0.228,0.1
เฉยเมย,-0.34,0.0,0.848,-0.658,-0.615
ความโปร่งแสง,-0.63,0.0,0.694,-0.66,-0.661
บทบาท,-0.522,0.0,0.619,-0.299,-0.48
เกล็ด,-0.99,0.0,0.786,-0.62,-0.799
การบริโภค,0.0,-0.17,0.0,0.244,0.138
กระผม,0.836,0.458,0.0,0.88,0.725
การปลูกฝัง,-0.94,0.0,0.83,0.0,-0.59
นางพญา,0.0,-0.95,0.0,0.839,0.596
จักรภพ,0.358,-0.168,-0.03,0.386,0.294
ช่างก่ออิฐ,0.0,0.934,0.0,0.876,0.603
ลูกดอก,0.0,0.0,0.919,-0.74,-0.553
เมมเบอร์,0.112,0.117,-0.07,0.114,0.091
นกน้ำ,-0.99,0.0,0.804,-0.52,-0.771
ภาษาสเปน,0.0,0.074,0.0,0.143,0.072
วิธีแก้ปัญหา,-0.07,0.186,-0.1,0.181,0.066
เสด็จสวรรคต,-0.33,-0.03,-0.26,-0.14,-0.233
ตามสมัย,0.952,0.844,0.0,0.96,0.919
ความสว่าง,0.44,0.001,-0.083,0.313,0.224
นกเขา,-0.54,0.0,0.811,-0.51,-0.62
คงที่,0.069,0.121,0.0,0.187,0.126
นักเลงหัวไม้,-0.95,0.0,0.699,-0.72,-0.79
การสุ่มตัวอย่าง,0.956,-0.83,0.0,0.755,0.847
การตกไข่,-0.74,0.0,-0.82,0.0,-0.52
อยู่ติดกัน,0.035,0.052,-0.035,0.066,0.039
สวน,0.0,0.459,0.0,0.436,0.298
ธัญพืช,0.0,0.074,0.016,0.026,0.028
ที่พักชั่วคราว,0.035,0.11,-0.04,0.107,0.071
รายการโทรทัศน์,0.162,-0.2,0.0,0.232,0.198
พาชี,0.0,0.0,0.0,0.071,0.024
คลื่นเหียน,0.632,-0.86,0.0,0.703,0.732
แคนเดลา,0.0,0.232,-0.1,0.156,0.096
เบิก,-0.63,0.0,0.872,-0.88,-0.794
ต้นโอ๊ก,0.043,-0.04,0.0,0.0,0.028
อย่างแน่นอน,-0.042,0.403,0.186,0.465,0.213
กองทุน,0.608,-0.55,0.0,0.726,0.628
ภาวะเศรษฐกิจตกต่ำ,-0.73,0.0,0.0,-0.81,-0.513
เลขดัชนี,0.074,0.114,0.0,0.126,0.105
บรรดาศักดิ์,0.035,0.067,-0.035,0.562,0.21
ผู้บังเกิดเกล้า,0.0,0.853,0.0,0.942,0.598
ต่อต้าน,-0.236,0.067,0.274,-0.218,-0.22
สสาร,0.921,0.803,0.0,0.0,0.575
โซน,0.025,0.07,0.016,0.088,0.056
กิ่งก้านสาขา,0.042,-0.13,0.029,0.0,0.048
คำสาปแช่ง,-0.2,0.109,-0.15,-0.09,-0.11
แกล้ง,-0.74,0.0,0.8,-0.87,-0.803
การหัวเราะ,0.793,0.984,0.0,0.878,0.885
กุญแจ,0.943,-0.78,0.0,0.571,0.765
หอยแครง,0.996,-0.96,0.0,0.0,0.652
ปริมณฑล,0.707,0.959,0.0,0.0,0.555
เครื่องกลั่น,-0.82,0.0,0.99,-0.87,-0.893
ป้วนเปี้ยน,-0.337,0.052,0.768,-0.34,-0.464
ระบบเศรษฐกิจ,0.067,0.172,0.0,0.121,0.12
การเคารพ,0.028,0.097,0.0,0.086,0.07
ไดอะแฟรม,0.021,0.0,0.0,0.054,0.025
เฉื่อย,-0.735,0.0,0.723,-0.93,-0.796
ดูดซับ,-0.06,-0.295,0.276,0.07,0.01
คนเจ้าชู้,-0.19,0.0,-0.12,0.0,-0.103
ผู้รับมรดก,-0.65,0.0,0.808,-0.69,-0.716
ทำให้เย็นลง,0.515,0.568,-0.22,0.331,0.398
ขายส่ง,-0.73,0.0,-0.91,0.0,-0.547
การกลิ้ง,0.0,-0.06,0.0,0.065,0.042
บันทึกข้อมูล,0.95,0.712,0.0,0.0,0.554
ซึมเศร้า,-0.792,0.118,-0.017,-0.238,-0.31
อัมพาต,-0.29,0.095,-0.11,-0.13,-0.145
สนุกเกอร์,-0.66,0.0,0.771,-0.95,-0.794
นั่งเรือ,-0.09,0.192,-0.08,0.106,0.043
การทำให้เกิด,-0.94,0.0,0.709,-0.97,-0.873
ก้อนหิน,0.12,0.0,0.0,0.0,0.04
กล้วย,0.0,0.066,-0.05,0.089,0.035
บอกปัด,-0.75,0.0,0.666,-0.51,-0.642
พก,-0.03,0.178,-0.12,0.279,0.102
หินชนวน,0.083,-0.03,0.0,0.0,0.038
ตีลังกา,-0.265,0.037,0.335,-0.252,-0.272
การรับสินบน,-0.61,0.0,0.516,-0.96,-0.695
ซ่อมบำรุง,0.402,0.011,0.0,0.396,0.27
ก้มกราบ,-0.7,0.0,0.925,0.0,-0.542
หมดอาลัย,-0.8,0.242,-0.455,-0.055,-0.356
ศัตรูพืช,-0.91,0.0,-0.72,-0.99,-0.873
ไส้กรอก,0.356,-0.232,-0.035,0.39,0.314
การจูบ,0.973,0.804,0.0,0.0,0.592
การยอมจำนน,-0.72,0.0,0.98,0.0,-0.567
พนักงาน,0.083,0.009,0.004,0.124,0.071
ยกตัวอย่าง,0.777,-0.66,0.0,0.839,0.759
เพื่อนเจ้าสาว,0.997,0.0,0.0,0.82,0.606
เข็มนาฬิกา,0.883,-0.59,0.0,0.533,0.669
ซัด,0.0,-0.02,0.0,0.051,0.024
นิ้วหัวแม่เท้า,0.0,0.0,-0.06,-0.07,-0.043
จู่โจม,0.0,0.53,-0.3,0.0,0.077
ความเจริญเติบโต,0.02,0.192,-0.14,0.198,0.09
แบบแปลน,-0.05,0.29,-0.06,0.158,0.113
คำขอโทษ,0.213,0.121,-0.117,0.424,0.214
สาลี,0.0,0.071,0.027,0.053,0.032
หอบ,-0.02,-0.05,0.092,-0.06,-0.041
จำนวนสมาชิก,0.02,0.24,-0.11,0.267,0.139
ผู้ป่วย,-0.02,0.038,-0.125,-0.16,-0.089
วัตต์,0.0,0.0,-1.0,-1.0,-0.667
เน็คไท,0.428,-0.735,0.0,0.73,0.631
น้ำมันใส่ผม,0.824,0.86,0.0,0.983,0.889
กระเป๋าเสื้อผ้า,0.0,0.072,0.0,0.0,0.024
เผด็จการ,-0.78,0.0,0.069,-0.395,-0.415
สเปกตรัมแม่เหล็กไฟฟ้า,-0.07,0.078,0.0,0.078,0.029
ข่าว,0.088,0.0,0.0,0.0,0.029
๓๐,0.0,0.0,0.063,-0.03,-0.031
ขลาด,-0.15,0.0,0.079,-0.16,-0.13
ประเทศจีน,-0.76,0.0,0.692,-0.84,-0.764
ไม่จำกัด,0.0,0.478,-0.03,0.452,0.3
สมบูรณ์,0.19,-0.49,0.356,-0.32,0.001
ตุ่ม,-0.135,0.0,0.103,-0.28,-0.173
ทันทีทันใด,0.641,-0.015,0.0,-0.26,0.132
ใบประกาศ,0.808,0.997,0.0,0.0,0.602
โยเกิร์ต,0.0,0.0,0.0,0.93,0.31
เลย,-0.02,0.451,-0.24,-0.182,0.003
คับคั่ง,-0.82,0.226,-0.46,-0.05,-0.368
ภาคตัดบนระนาบ,0.789,0.749,0.0,0.0,0.513
ทำงานชุ่ย,-0.019,-0.35,0.405,-0.46,-0.178
ประเสริฐ,0.57,0.134,-0.035,0.59,0.42
หมัก,0.02,0.046,-0.025,0.066,0.036
หนู,-0.34,0.0,0.484,-0.52,-0.448
หยอกล้อ,-0.565,0.035,0.338,-0.69,-0.519
องค์การกาชาดสากล,0.0,0.066,-0.05,0.095,0.037
ทะเลแดง,0.0,0.068,0.0,0.142,0.07
โดยสัญชาตญาณ,0.73,0.073,0.0,0.396,0.4
ออกท่า,0.103,0.027,-0.267,0.384,0.082
มนุษยชาติ,0.838,0.707,0.0,0.904,0.816
อำมาตย,0.594,-0.73,0.0,0.909,0.744
ละ,-0.389,0.0,0.571,-0.439,-0.466
ข้อกำหนด,-0.038,0.352,-0.034,-0.016,0.088
ถึงแก่กรรม,-0.33,-0.03,-0.26,-0.14,-0.233
ทำสัญญา,0.451,-0.384,0.0,0.507,0.447
วาฬหัวทุยเล็ก,0.0,0.0,-0.07,0.0,-0.023
ฟาง,0.959,0.761,0.0,0.0,0.573
บันทึกภาพ,0.0,0.074,-0.04,0.127,0.054
พริกไทยดำ,0.1,0.0,0.0,0.0,0.033
โบว์,0.937,0.847,0.0,0.0,0.595
การออกแบบ,0.041,0.157,0.0,0.164,0.121
การอบรมสั่งสอน,0.023,0.295,-0.05,0.283,0.184
แป้งเปียก,0.105,-0.17,0.057,0.079,0.099
สัณฐานวิทยา,0.823,0.815,0.0,0.0,0.546
หมายเลขหนึ่ง,0.043,0.118,0.085,0.126,0.067
ผิวดำ,-0.6,0.0,0.895,-0.54,-0.678
หมุนตามเข็มนาฬิกา,-0.64,0.0,0.717,-0.98,-0.779
ความมัวเมา,0.0,0.0,-0.76,-0.75,-0.503
ผลไม้แช่อิ่ม,0.503,0.06,0.0,0.507,0.357
จดหมายเปิดผนึก,-0.1,0.0,-0.05,0.0,-0.05
เข้าไม้,0.0,0.089,0.0,0.0,0.03
แมวป่า,-0.3,-0.323,-0.127,-0.59,-0.231
ผู้ใช้,-0.84,0.0,-0.8,0.0,-0.547
เมาส์คอมพิวเตอร์,-0.55,0.0,0.955,-0.96,-0.822
สถานรับเลี้ยงเด็ก,0.054,0.076,0.0,0.127,0.086
แม่มด,0.38,-0.275,0.248,0.3,0.236
ศักดิ์,0.487,0.726,-0.02,0.462,0.552
ทุกปี,-0.85,0.0,0.584,-0.79,-0.741
แสบร้อน,-0.02,-0.01,-0.07,-0.12,-0.067
สิ่งที่ได้มา,0.679,-0.75,0.0,0.658,0.696
ทุ่ง,-0.231,0.088,0.296,-0.217,-0.219
การเรียน,0.809,-0.567,0.258,0.668,0.595
แพร่หลาย,-0.485,0.078,-0.375,0.132,-0.217
หลักทรัพย์ค้ำประกัน,0.623,-0.56,0.0,0.974,0.719
อย่างละเอียด,0.567,-0.56,0.0,0.724,0.617
กว้าง,0.0,0.08,0.068,0.213,0.075
ต้อนเข้ามุม,-0.87,0.0,0.673,-0.55,-0.698
กลางสัปดาห์,0.733,0.935,0.0,0.0,0.556
ดับเบิลยู,0.0,0.0,-1.0,-1.0,-0.667
อย่างกว้างขวาง,0.0,0.97,0.0,0.795,0.588
ผ้าขี้ริ้ว,-0.1,0.0,0.674,-0.66,-0.478
โรงละคร,0.995,0.722,0.0,0.773,0.83
สหภาพแรงงาน,0.075,0.216,-0.16,0.211,0.114
ปรารถนา,0.542,0.55,-0.014,0.206,0.428
ลางสังหรณ์,-0.71,0.0,-0.85,0.0,-0.52
น้ำหอม,0.464,0.472,-0.03,0.045,0.317
ความรู้สึกรำคาญ,0.0,0.33,0.0,0.0,0.11
รายละเอียด,0.0,0.136,0.0,0.196,0.111
นมข้นจืด,0.053,0.085,0.019,0.0,0.04
ความจำ,0.357,0.602,-0.03,0.044,0.324
ตัวอ่อน,0.0,0.067,0.0,0.07,0.046
นิกาย,0.0,0.308,-0.025,0.263,0.182
ญาณ,0.106,0.308,-0.007,0.28,0.229
ความคิดสร้างสรรค์,0.352,-0.2,0.0,0.42,0.324
ยกขึ้น,0.0,0.275,-0.15,0.222,0.116
ความจงรักภักดี,0.951,0.828,0.0,0.445,0.741
ค่าจ้าง,0.0,0.923,0.0,0.0,0.308
จอแจ,-0.715,-0.075,-0.365,-0.18,-0.395
การคิด,0.323,-0.224,-0.065,0.532,0.338
รอยแตก,-0.465,0.0,-0.36,-0.52,-0.448
ความกล้าหาญชาญชัย,0.0,0.0,0.764,-0.77,-0.511
ขนม,0.037,-0.083,0.008,0.036,0.049
ขอบถนน,0.0,0.0,0.033,-0.04,-0.024
โดยตั้งใจ,-0.04,0.164,0.685,-0.65,-0.404
แข่งขัน,0.887,0.0,0.0,0.0,0.296
คนโง่,-0.484,0.0,0.333,-0.634,-0.484
ขี้ตื่น,0.026,0.069,0.0,0.0,0.032
ทำให้โกรธ,-0.425,0.0,0.33,-0.44,-0.398
การแสดงความยินดี,0.856,0.461,0.0,0.821,0.713
กวนใจ,-0.48,0.0,0.392,-0.355,-0.409
เจาะ,-0.05,-0.02,0.303,-0.393,-0.242
เย็บ,0.0,-0.02,-0.401,-0.51,-0.297
การแสดง,0.583,0.246,-0.25,0.168,0.249
เหนอะหนะ,0.249,0.314,-0.493,-0.61,-0.18
ประแจเลื่อน,0.0,0.098,0.0,0.107,0.068
ห้องปฏิบัติการ,0.03,0.117,0.0,0.084,0.077
กะทัดรัด,0.0,0.755,0.0,0.936,0.564
วิดีโอ,0.0,0.331,-0.22,0.384,0.165
แห่งชาติ,0.041,0.122,-0.08,0.171,0.085
วอลเลย์,0.0,-0.02,-0.37,-0.52,-0.29
คลี่คลาย,0.0,0.276,-0.12,0.317,0.158
อากรขาเข้า,-0.03,0.223,-0.15,0.35,0.131
วางท่าถ่ายรูป,0.044,-0.64,0.0,0.38,0.355
นักกระโดดร่ม,-0.88,0.0,0.0,-0.93,-0.603
ช่อดอกไม้,0.081,-0.03,0.0,0.0,0.037
กระสอบ,-0.03,0.059,0.0,0.057,0.029
นักเปียโน,0.937,0.0,0.0,0.0,0.312
ความยากจน,-0.487,0.0,0.581,-0.97,-0.679
ติดกัน,0.07,0.105,-0.07,0.058,0.054
นาก,0.0,0.0,-0.07,0.0,-0.023
การฟื้นคืนสู่สภาพปกติ,0.816,-0.63,0.0,0.773,0.74
สามารถมีได้,0.0,0.0,0.0,0.852,0.284
แจกัน,0.0,0.082,-0.09,-0.12,-0.043
หนุ่มโสด,0.0,0.0,0.81,-0.96,-0.59
ข้อแก้ตัว,-0.32,0.224,-0.25,0.135,-0.07
พุ่งทะยาน,0.0,0.095,0.0,0.074,0.056
ทางจิต,-0.03,0.21,-0.05,0.093,0.074
วัดผล,0.599,-0.04,0.0,0.25,0.296
เปลี่ยนเสื้อผ้า,-0.03,0.212,0.0,0.093,0.092
การแก้ไขปัญหา,0.45,0.597,-0.095,0.119,0.357
มะเร็งเต้านม,-0.85,0.0,0.949,-0.83,-0.876
น่าเชื่อถือ,0.974,-0.029,0.0,0.0,0.334
จับเส้น,0.862,0.936,0.0,0.0,0.599
ยั่งยืน,-0.009,0.127,-0.097,0.139,0.053
ห้องทดลอง,0.03,0.117,0.0,0.084,0.077
การพึ่งพาอาศัยกัน,-0.81,0.0,0.931,-0.77,-0.837
อาหารมื้อเย็น,0.044,0.08,0.0,-0.03,0.031
หลัก,0.25,0.437,-0.013,0.111,0.262
นายท้าย,0.764,-0.96,0.0,0.883,0.869
ต่ำที่สุด,0.081,0.0,-0.365,0.438,0.051
ขนแกะ,0.731,0.0,0.0,0.974,0.568
ข้าศึก,-0.07,0.0,-0.09,-0.23,-0.13
แก้,-0.244,-0.255,0.276,0.075,-0.063
พะยูน,-0.85,0.0,0.685,-0.83,-0.788
ปูพื้น,0.082,0.0,0.073,0.168,0.059
ผู้รับเหมา,0.0,0.233,-0.07,0.113,0.092
ผู้ฝึกสอน,0.069,0.14,-0.06,0.108,0.086
สถานการณ์,0.026,0.464,0.007,0.44,0.308
ผลดี,0.513,-0.87,0.0,0.924,0.769
ทางตะวันตก,0.0,0.0,-0.71,-0.98,-0.563
ถนนสาธารณะ,0.0,0.0,0.033,-0.04,-0.024
ใบปลิว,0.0,0.943,0.0,0.0,0.314
แมงดา,0.01,0.452,0.0,-0.395,0.022
เอเธนส์,0.8,-0.79,0.0,0.751,0.78
วรรณกรรมร้อยแก้ว,0.048,0.0,0.0,0.058,0.035
มุ่ง,0.396,0.472,0.008,-0.02,0.28
ลูกหนัง,0.783,-0.75,0.0,0.0,0.511
คู่มือ,-0.03,0.168,-0.07,0.139,0.069
มัชฌิม,0.766,0.747,0.0,0.0,0.504
โลหะ,0.87,0.822,0.0,0.717,0.803
น้ำตาไหล,-0.1,-0.04,-0.12,-0.15,-0.11
รวงผึ้ง,0.02,0.038,0.012,0.106,0.051
อ้าว,-0.241,-0.162,0.123,-0.197,-0.133
เจ้าของภาษา,-0.93,0.0,-0.99,-0.92,-0.947
ธำรง,0.33,0.164,-0.061,0.321,0.251
ตั้งเค้า,-0.148,0.188,0.368,-0.237,-0.188
การบริจาค,0.0,0.0,0.0,0.762,0.254
เมียเก็บ,-0.98,0.0,0.791,-0.85,-0.874
ฝึกหัด,0.32,-0.222,0.005,0.037,0.191
ขาหนีบ,0.042,-0.06,0.0,-0.03,0.024
นาม,0.732,0.8,0.0,0.0,0.511
ข้าว,0.701,0.0,0.0,0.0,0.234
ตราหน้า,-0.08,0.446,0.436,0.0,-0.023
นักสังคมวิทยา,0.0,0.909,0.0,0.799,0.569
ผิดธรรมดา,0.004,-0.114,0.28,0.005,-0.052
ความสุภาพ,0.35,-0.235,-0.074,0.597,0.369
การประหยัด,0.067,0.172,0.0,0.121,0.12
จะเข้,0.033,0.0,0.009,0.057,0.027
หุบ,-0.13,-0.05,0.0,-0.08,-0.053
ทำให้ผิดหวัง,-0.345,0.0,0.054,-0.255,-0.218
อักขรวิทยา,0.587,-0.94,0.0,0.659,0.729
ฉ่ำ,-0.069,-0.001,0.016,-0.035,-0.04
ถุงกระดาษ,-0.03,0.059,0.0,0.057,0.029
สมการคลื่น,-0.65,0.0,0.65,-0.98,-0.76
ระดับสูง,0.305,0.106,-0.013,0.348,0.249
พงศาวดาร,0.501,-0.99,0.0,0.68,0.724
กบไสไม้,0.061,0.0,0.039,0.097,0.04
ทฤษฎี,0.0,0.2,-0.06,0.186,0.109
บิ๊กแบง,0.763,0.0,0.0,0.719,0.494
ติดตะราง,-0.86,0.0,-0.99,-0.93,-0.927
นสพ.,-0.05,0.106,0.0,0.06,0.039
เทปวีดีโอ,0.873,0.964,0.0,0.0,0.612
นักปฏิวัติ,-0.99,0.0,-0.89,0.0,-0.627
ฝาแฝด,0.0,0.142,0.057,0.168,0.084
ทรี,0.856,0.0,0.0,0.0,0.285
ห้องอาหาร,0.0,-0.06,0.0,0.0,0.02
ใบอนุญาตก่อสร้าง,0.673,-0.66,0.0,0.921,0.751
ลูกกวาด,0.066,-0.07,0.0,0.0,0.045
สุดขีด,0.0,0.0,0.0,-0.86,-0.287
นอนเล่น,0.921,-0.74,0.0,0.0,0.554
นักเขียนโปรแกรม,0.0,0.0,0.0,0.072,0.024
กองเรือ,0.0,0.119,0.0,0.106,0.075
ใส่,0.044,0.0,0.0,0.144,0.063
ผู้ดื่ม,0.645,0.637,-0.23,0.299,0.45
เหล้ารัม,-0.04,0.15,0.0,0.062,0.057
โด่งดัง,0.21,0.629,-0.205,0.359,0.331
ปรนเปรอ,0.779,0.924,0.0,0.848,0.85
เหยียด,-0.1,0.0,0.023,0.0,-0.041
อาณาบริเวณ,0.017,0.073,0.005,0.038,0.041
เครื่องอำนวยความสะดวก,0.774,-0.835,0.0,0.75,0.786
ชักว่าว,0.044,-0.028,0.018,0.028,0.027
ฟอง,0.085,-0.06,0.0,0.0,0.048
เข้ามา,-0.02,0.176,-0.1,0.287,0.114
องุ่น,-0.99,0.0,-0.81,0.0,-0.6
แอ่งน้ำ,0.321,0.32,0.0,0.361,0.334
แคร็กเกอร์,-0.95,0.0,0.762,-0.64,-0.784
ไวไฟ,0.0,0.0,0.784,-0.99,-0.591
ทรงพลัง,-0.081,0.38,0.374,-0.45,-0.175
เหม็นอับ,0.0,0.0,-0.8,-0.9,-0.567
ตระเวน,-0.057,-0.28,0.128,-0.12,-0.008
ยุค,0.312,-0.194,0.0,0.267,0.258
ทางเข้าออก,0.884,0.358,0.0,0.352,0.531
ฝั่ง,0.006,0.088,0.0,-0.04,0.018
นกน็อทเล็ก,0.756,0.897,0.0,0.0,0.551
แก้ต่าง,0.0,0.473,-0.055,0.519,0.312
ทำให้อับอาย,-0.767,0.122,0.49,-0.653,-0.596
ทะเบียน,0.713,0.752,0.0,0.0,0.488
ปิดประตู,-0.03,0.0,-0.06,-0.05,-0.047
ผู้เห็นเหตุการณ์,-0.435,0.086,0.281,-0.3,-0.31
คนทำงาน,0.015,0.045,-0.025,-0.004,0.01
ดาวน์โหลด,-0.08,0.0,0.011,-0.04,-0.044
ทำให้มึนเมา,0.0,0.0,0.773,-0.88,-0.551
การโฆษณา,-0.52,0.314,0.0,-0.55,-0.252
ความง่าย,0.843,-0.4,0.0,0.346,0.53
การรุกราน,0.849,-0.54,0.0,0.543,0.644
เลื่อน,-0.303,0.0,0.087,-0.576,-0.322
ไพ่ทาโร่,0.0,0.083,-0.05,0.142,0.058
ชี,0.047,0.204,-0.13,0.171,0.097
ญาติ,0.759,0.85,0.0,0.0,0.536
บ่งชี้,0.636,-0.54,0.0,0.673,0.616
บรรทุก,0.044,0.038,-0.025,0.167,0.075
จำพวก,0.108,-0.056,0.079,0.079,0.055
